id;text
wealth , influence and privileges of men connected with mafia are enough for henry hill to seduce his future wife karen ( played by lorraine bracco ) , who would afterwards remain loyal to her husband despite infidelities , domestic abuse , arrests and would even be accomplice to his own private drug dealing business . 
but the perfect world of ' wiseguys ' gradually begins to fall apart - tommy's unpredictable outbursts of homicidal violence , jimmy's reluctance to share his part of the loot with partners and , finally , henry's own drug habit would lead to his downfall and make him question his loyalty to the friends . 
goodfellas is an excellent example of a film that represents work of a film genius in his full glory . 
scorsese managed to create a vision which is effective and complete despite being full of contradictions that would ripped the film apart in the hands of less talented filmmaker . 
world depicted in this film is both ordinary and fascinating . 
scorsese spares no effort to show us all the violence , hypocrisy and inherent paranoia of organised crime , yet it manages to make it both seductive and funny . 
after being exposed to two and half hours of the film and three decades of criminal history ( based on some notorious real life events ) , the audience understands why the characters chose such dangerous life paths , trading the superficial and short-lasting glamour and prosperity of a criminal to the dullness and poverty of honest citizens . 
scorsese also manages to break viewer's moralistic inhibitions by showing truly revolting material - scenes that depict personal tragedies , broken homes , human depravity , violence , bloodshed and murder - in all their uncompromising reality , but in a manner that would make it amusing and funny to the audience . 
with the use of ironic soundtrack , manipulative shots , character's dialogue or narrator's commentary , goodfellas represents the new standards of black humour that would became very popular few years later during tarantino era . 
even if we don't pay attention to skills with which potentially disturbing material becomes eye pleasing and entertaining , we should admit that scorsese displays his talents of truly original and creative filmmaker . 
first , we might notice unusual structure of the plot - relatively minor subplot is used as movie's ironic prologue . 
